UniqueMeasurementID,SampleUniqueID,Date,"DataCollectorName
",Country,StudySiteName,MeanAmbientTemperatureDuringIncubation (°C),MeanAmbientHumidityDuringIncubation (%),ZiplocBagSize,ScaleModel,SampleType,FruitSpeciesName,CommonName,RipenessStage,FruitExteriorCondition,LocationDescription,Handling Classification,NumberFruitsinBag,MeasuredFruitWeight (g for fruit; mL for standards),TotalFruitWeight (g for fruit; mL for standards),HeadspaceInjected (mL),WaterDilutionAmount (mL),IncubationStart,IncubationEnd,IncubationTime (h),BreathalyzerMeasurement,MeasurementRepetition,AmountWholeFruitsFallenOnGround,Comments,PercentEtOHCalculatedfromBreathalyzer
354,220,March 24 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 33.7,48.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.5,standard,,,,,,,5,5,60,,2020-03-24 9:00,2020-03-24 11:03,2:03,0.183,Second,,,0.4906%
355,221,March 24 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 33.7,48.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",1,standard,,,,,,,5,5,60,,2020-03-24 9:00,2020-03-24 11:05,2:05,0.383,Second,,,1.0960%
356,222,March 24 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 33.7,48.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",2,standard,,,,,,,5,5,60,,2020-03-24 9:00,2020-03-24 11:07,2:07,0.665,Second,,,1.9496%
359,225,March 24 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 33.7,48.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Simarouba glauca,Aceituno,ripe,cracked,ground,other,1,5.1,5.1,60,,2020-03-24 9:00,2020-03-24 11:13,2:13,0.012,Second,Few,,0.0001%
361,227,March 24 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 33.7,48.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Curatella americana,Lengua de vaca,ripe,cracked,plant,other,Many,6.06,6.06,60,,2020-03-24 9:00,2020-03-24 11:18,2:18,0,Second,Many,,0.0000%
362,228,March 24 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 33.7,48.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Bursera simaruba,Indio desnudo,unripe,cracked,plant,other,7,6.7,6.7,60,,2020-03-24 9:00,2020-03-24 11:21,2:21,0.015,Second,Many,,0.0001%
363,229,March 24 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 33.7,48.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Bursera simaruba,Indio desnudo,ripe,intact,ground,other,18,4.48,4.48,60,,2020-03-24 9:00,2020-03-24 11:23,2:23,0,Second,Many,,0.0000%
364,230,March 24 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 33.7,48.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Vachellia collinsii,"Cornizuelo, acacia",unripe,cracked,plant,other,4,11.05,11.05,60,,2020-03-24 9:00,2020-03-24 11:25,2:25,0,Second,Many,,0.0000%
365,231,March 24 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 33.7,48.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Vachellia collinsii,"Cornizuelo, acacia",ripe,cracked,plant,other,1,3.61,3.61,60,,2020-03-24 9:00,2020-03-24 11:28,2:28,0,Second,Few,,0.0000%
366,232,March 24 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 33.7,48.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Spondias purpurea,Jocote,ripe,cracked,ground,other,5,11.19,11.19,60,,2020-03-24 9:00,2020-03-24 11:31,2:31,0.011,Second,Many,,0.0001%
367,233,March 24 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 33.7,48.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Spondias purpurea,Jocote,ripe,cracked,ground,other,3,9.48,9.48,60,,2020-03-24 9:00,2020-03-24 11:33,2:33,0.051,Second,Few,,0.0911%
368,234,March 24 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 33.7,48.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Spondias purpurea,Jocote,ripe,cracked,ground,other,2,6.57,6.57,60,,2020-03-24 9:00,2020-03-24 11:35,2:35,0.023,Second,Few,,0.0063%
369,235,March 24 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 33.7,48.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Spondias purpurea,Jocote,ripe,cracked,ground,other,2,6.61,6.61,60,,2020-03-24 9:00,2020-03-24 11:40,2:40,0.017,Second,Few,,0.0001%
370,236,March 24 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 33.7,48.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Spondias purpurea,Jocote,unripe,cracked,ground,other,2,8.95,8.95,60,,2020-03-24 9:00,2020-03-24 11:42,2:42,0,Second,Few,,0.0000%
371,237,March 24 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 33.7,48.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Spondias purpurea,Jocote,unripe,cracked,ground,other,2,7.72,7.72,60,,2020-03-24 9:00,2020-03-24 11:45,2:45,0,Second,Few,,0.0000%
372,238,March 24 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 33.7,48.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Spondias purpurea,Jocote,midripe,cracked,ground,other,2,6.56,6.56,60,,2020-03-24 9:00,2020-03-24 11:48,2:48,0.014,Second,Few,,0.0001%
375,241,March 24 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 33.7,48.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Davilla kunthii,Bejuco de fuego,ripe,cracked,plant,other,5,2.78,2.78,60,,2020-03-24 9:00,2020-03-24 11:55,2:55,0,Second,Many,,0.0000%
376,242,March 24 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 33.7,48.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Sloanea terniflora,Terciopelo,unripe,several small punctures,ground,rejected,7,8.23,8.23,60,,2020-03-24 9:00,2020-03-24 11:57,2:57,0,Second,Many,,0.0000%
377,243,April 16 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 34.8,69.5,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.1,standard,,,,,,,5,5,60,,2020-04-16 12:00,2020-04-16 14:00,2:00,0.04,First,,,0.0184%
378,244,April 16 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 34.8,69.5,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.5,standard,,,,,,,5,5,60,,2020-04-16 12:00,2020-04-16 14:02,2:02,0.191,First,,,0.5284%
379,245,April 16 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 34.8,69.5,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",1,standard,,,,,,,5,5,60,,2020-04-16 12:00,2020-04-16 14:04,2:04,0.376,First,,,1.1533%
380,246,April 16 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 34.8,69.5,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",2,standard,,,,,,,5,5,60,,2020-04-16 12:00,2020-04-16 14:06,2:06,0.597,First,,,1.8998%
381,247,April 16 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 34.8,69.5,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Zuelania guidonia,Plomo,midripe,intact,ground,other,1,63.06,63.06,60,,2020-04-16 12:00,2020-04-16 14:09,2:09,0.019,First,Few,,0.0001%
382,248,April 16 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 34.8,69.5,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Zuelania guidonia,Plomo,overripe,one large puncture,ground,rejected,1,24.3,24.3,60,,2020-04-16 12:00,2020-04-16 14:11,2:11,0.012,First,Few,,0.0001%
383,249,April 16 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 34.8,69.5,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Zuelania guidonia,Plomo,overripe,one large puncture,ground,rejected,1,19.62,19.62,60,,2020-04-16 12:00,2020-04-16 14:13,2:13,0,First,Few,,0.0000%
384,250,April 16 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 34.8,69.5,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Zuelania guidonia,Plomo,midripe,intact,ground,other,1,84.97,84.97,60,,2020-04-16 12:00,2020-04-16 14:16,2:16,0,First,Few,,0.0000%
385,251,April 16 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 34.8,69.5,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Zuelania guidonia,Plomo,overripe,one large puncture,ground,rejected,2,17.7,17.7,60,,2020-04-16 12:00,2020-04-16 14:18,2:18,0.014,First,Many,,0.0001%
386,252,April 16 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 34.8,69.5,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Zuelania guidonia,Plomo,overripe,intact,ground,other,1,25.31,25.31,60,,2020-04-16 12:00,2020-04-16 14:20,2:20,0.023,First,Few,,0.0001%
387,253,April 16 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 34.8,69.5,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Bromelia plumieri,Piñuela,overripe,intact,plant,other,5,30.02,30.02,60,,2020-04-16 12:00,2020-04-16 14:23,2:23,0.017,First,Many,,0.0001%
388,254,April 16 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 34.8,69.5,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Diospyros salicifolia,Lorito,ripe,intact,ground,other,1,7.01,7.01,60,,2020-04-16 12:00,2020-04-16 14:25,2:25,0.028,First,Few,,0.0001%
392,258,April 16 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 34.8,69.5,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Spondias purpurea,Jocote,midripe,intact,plant,other,1,21.28,21.28,60,,2020-04-16 12:00,2020-04-16 14:36,2:36,0,First,Few,,0.0000%
393,259,April 16 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 34.8,69.5,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Spondias purpurea,Jocote,ripe,intact,plant,other,2,25.81,25.81,60,,2020-04-16 12:00,2020-04-16 14:39,2:39,0.019,First,Many,,0.0001%
394,260,April 16 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 34.8,69.5,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Spondias purpurea,Jocote,unripe,intact,plant,other,2,20.76,20.76,60,,2020-04-16 12:00,2020-04-16 14:43,2:43,0,First,Many,,0.0000%
395,243,April 17 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 35.2,71.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.1,standard,,,,,,,5,5,60,,2020-04-17 7:00,2020-04-17 9:14,2:14,0.034,Second,,,0.0208%
396,244,April 17 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 35.2,71.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.5,standard,,,,,,,5,5,60,,2020-04-17 7:00,2020-04-17 9:17,2:17,0.156,Second,,,0.5286%
397,245,April 17 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 35.2,71.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",1,standard,,,,,,,5,5,60,,2020-04-17 7:00,2020-04-17 9:19,2:19,0.304,Second,,,1.1446%
398,246,April 17 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 35.2,71.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",2,standard,,,,,,,5,5,60,,2020-04-17 7:00,2020-04-17 9:20,2:20,0.487,Second,,,1.9062%
399,247,April 17 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 35.2,71.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Zuelania guidonia,Plomo,midripe,intact,ground,other,1,62.62,62.62,60,,2020-04-17 7:00,2020-04-17 9:22,2:22,0.016,Second,Few,,0.0001%
400,248,April 17 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 35.2,71.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Zuelania guidonia,Plomo,overripe,one large puncture,ground,rejected,1,24.26,24.26,60,,2020-04-17 7:00,2020-04-17 9:24,2:24,0.02,Second,Few,,0.0001%
401,249,April 17 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 35.2,71.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Zuelania guidonia,Plomo,overripe,one large puncture,ground,rejected,1,20.12,20.12,60,,2020-04-17 7:00,2020-04-17 9:25,2:25,0,Second,Few,,0.0000%
402,250,April 17 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 35.2,71.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Zuelania guidonia,Plomo,midripe,intact,ground,other,1,84.71,84.71,60,,2020-04-17 7:00,2020-04-17 9:27,2:27,0,Second,Few,,0.0000%
403,251,April 17 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 35.2,71.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Zuelania guidonia,Plomo,overripe,one large puncture,ground,rejected,2,17.73,17.73,60,,2020-04-17 7:00,2020-04-17 9:28,2:28,0.027,Second,Many,,0.0001%
404,252,April 17 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 35.2,71.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Zuelania guidonia,Plomo,overripe,intact,ground,other,1,25,25,60,,2020-04-17 7:00,2020-04-17 9:31,2:31,0.016,Second,Few,,0.0001%
405,253,April 17 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 35.2,71.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Bromelia plumieri,Piñuela,overripe,intact,plant,other,5,30.07,30.07,60,,2020-04-17 7:00,2020-04-17 9:33,2:33,0.026,Second,Many,,0.0001%
406,254,April 17 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 35.2,71.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Diospyros salicifolia,Lorito,ripe,intact,ground,other,1,6.84,6.84,60,,2020-04-17 7:00,2020-04-17 9:35,2:35,0.028,Second,Few,,0.0001%
410,258,April 17 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 35.2,71.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Spondias purpurea,Jocote,midripe,intact,plant,other,1,21.31,21.31,60,,2020-04-17 7:00,2020-04-17 9:41,2:41,0,Second,Few,,0.0000%
411,259,April 17 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 35.2,71.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Spondias purpurea,Jocote,ripe,intact,plant,other,2,25.83,25.83,60,,2020-04-17 7:00,2020-04-17 9:44,2:44,0.066,Second,Many,,0.1540%
412,260,April 17 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 35.2,71.8,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Spondias purpurea,Jocote,unripe,intact,plant,other,2,20.7,20.7,60,,2020-04-17 7:00,2020-04-17 9:46,2:46,0,Second,Many,,0.0000%
413,261,April 27 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 33.9,73.6,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.1,standard,,,,,,,5,5,60,,2020-04-27 13:00,2020-04-27 15:00,2:00,0.03,First,,,0.0910%
414,262,April 27 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 33.9,73.6,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.5,standard,,,,,,,5,5,60,,2020-04-27 13:00,2020-04-27 15:03,2:03,0.116,First,,,0.4223%
415,263,April 27 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 33.9,73.6,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",1,standard,,,,,,,5,5,60,,2020-04-27 13:00,2020-04-27 15:06,2:06,0.371,First,,,1.4047%
416,264,April 27 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 33.9,73.6,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",2,standard,,,,,,,5,5,60,,2020-04-27 13:00,2020-04-27 15:08,2:08,0.443,First,,,1.6821%
421,269,April 27 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 33.9,73.6,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Bursera simaruba,Indio desnudo,ripe,intact,ground,other,7,3.34,3.34,60,,2020-04-27 13:00,2020-04-27 15:23,2:23,0,First,Many,,0.0000%
422,270,April 27 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 33.9,73.6,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Bursera simaruba,Indio desnudo,unripe,intact,plant,other,12,10.55,10.55,60,,2020-04-27 13:00,2020-04-27 15:26,2:26,0,First,Many,,0.0000%
423,271,April 27 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 33.9,73.6,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Vachellia collinsii,"Cornizuelo, acacia",unripe,intact,plant,other,6,10.71,10.71,60,,2020-04-27 13:00,2020-04-27 15:28,2:28,0,First,Many,,0.0000%
424,272,April 27 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 33.9,73.6,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Vachellia collinsii,"Cornizuelo, acacia",ripe,intact,plant,other,3,6.34,6.34,60,,2020-04-27 13:00,2020-04-27 15:31,2:31,0,First,Few,,0.0000%
425,273,April 27 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 33.9,73.6,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Curatella americana,Lengua de vaca,ripe,several small punctures,plant,rejected,6,3.31,3.31,60,,2020-04-27 13:00,2020-04-27 15:34,2:34,0,First,Many,,0.0000%
426,274,April 27 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 33.9,73.6,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Casearia arguta,Palo María,unripe,intact,plant,other,5,9.01,9.01,60,,2020-04-27 13:00,2020-04-27 15:37,2:37,0,First,Many,,0.0000%
427,275,April 27 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 33.9,73.6,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Bonellia nervosa,Siempre viva,ripe,several small punctures,ground,rejected,5,6.22,6.22,60,,2020-04-27 13:00,2020-04-27 15:40,2:40,0.011,First,Many,,0.0178%
428,276,April 27 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 33.9,73.6,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Alibertia edulis,Trompillo,ripe,several small punctures,plant,rejected,2,7.36,7.36,60,,2020-04-27 13:00,2020-04-27 15:43,2:43,0,First,Few,,0.0000%
429,277,April 27 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 33.9,73.6,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Bonellia nervosa,Siempre viva,unripe,intact,plant,other,3,9.29,9.29,60,,2020-04-27 13:00,2020-04-27 15:46,2:46,0,First,Few,,0.0000%
430,278,April 27 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 33.9,73.6,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Bursera simaruba,Indio desnudo,unripe,intact,plant,other,2,4.5,4.5,60,,2020-04-27 13:00,2020-04-27 15:50,2:50,0,First,Many,,0.0000%
431,279,April 27 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 33.9,73.6,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Spondias purpurea,Jocote,ripe,intact,ground,other,3,31.72,31.72,60,,2020-04-27 13:00,2020-04-27 15:53,2:53,0.02,First,Few,,0.0525%
432,280,April 27 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 33.9,73.6,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Spondias purpurea,Jocote,unripe,intact,plant,other,3,19.64,19.64,60,,2020-04-27 13:00,2020-04-27 15:57,2:57,0,First,Few,,0.0000%
434,261,April 28 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 33.4,73.7,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.1,standard,,,,,,,5,5,60,,2020-04-28 10:00,2020-04-28 12:00,2:00,0.026,Second,,,0.0538%
435,262,April 28 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 33.4,73.7,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.5,standard,,,,,,,5,5,60,,2020-04-28 10:00,2020-04-28 12:03,2:03,0.108,Second,,,0.4861%
436,263,April 28 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 33.4,73.7,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",1,standard,,,,,,,5,5,60,,2020-04-28 10:00,2020-04-28 12:06,2:06,0.231,Second,,,1.1346%
437,264,April 28 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 33.4,73.7,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",2,standard,,,,,,,5,5,60,,2020-04-28 10:00,2020-04-28 12:10,2:10,0.381,Second,,,1.9254%
442,269,April 28 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 33.4,73.7,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Bursera simaruba,Indio desnudo,ripe,intact,ground,other,7,3.4,3.4,60,,2020-04-28 10:00,2020-04-28 12:25,2:25,0,Second,Many,,0.0000%
443,270,April 28 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 33.4,73.7,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Bursera simaruba,Indio desnudo,unripe,intact,plant,other,12,10.14,10.14,60,,2020-04-28 10:00,2020-04-28 12:29,2:29,0,Second,Many,,0.0000%
444,271,April 28 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 33.4,73.7,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Vachellia collinsii,"Cornizuelo, acacia",unripe,intact,plant,other,6,10.07,10.07,60,,2020-04-28 10:00,2020-04-28 12:34,2:34,0,Second,Many,,0.0000%
445,272,April 28 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 33.4,73.7,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Vachellia collinsii,"Cornizuelo, acacia",ripe,intact,plant,other,3,6.53,6.53,60,,2020-04-28 10:00,2020-04-28 12:37,2:37,0,Second,Few,,0.0000%
446,273,April 28 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 33.4,73.7,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Curatella americana,Lengua de vaca,ripe,several small punctures,plant,rejected,6,3.12,3.12,60,,2020-04-28 10:00,2020-04-28 12:41,2:41,0,Second,Many,,0.0000%
447,274,April 28 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 33.4,73.7,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Casearia arguta,Palo María,unripe,intact,plant,other,5,8.63,8.63,60,,2020-04-28 10:00,2020-04-28 12:44,2:44,0,Second,Many,,0.0000%
448,275,April 28 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 33.4,73.7,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Bonellia nervosa,Siempre viva,ripe,several small punctures,ground,rejected,5,5.23,5.23,60,,2020-04-28 10:00,2020-04-28 12:47,2:47,0.013,Second,Many,,0.0001%
